조사번호,조사지역,주구분,조사일자,시간대,X좌표,Y좌표,행정구역명,날씨,남자10대,남자20대,남자30대,남자40대,남자50대,여자10대,여자20대,여자30대,여자40대,여자50대
5606,서울 종로구 독립문역(B)-투다리,주말,2010-07-18,12시~13시까지,308243,552888,서울특별시 서대문구 천연동,맑음,14,20,22,6,34,0,42,28,12,26
5606,서울 종로구 독립문역(B)-투다리,주말,2010-07-18,19시~20시까지,308243,552888,서울특별시 서대문구 천연동,맑음,10,42,18,16,58,6,40,22,0,26
5607,서울 종로구 종각역_1(A)-(종로구 관철동 코아빌딩),주중,2010-07-05,12시~13시까지,310626,552368,서울특별시 종로구 관철동,맑음,11,156,191,74,15,6,269,77,17,10
5607,서울 종로구 종각역_1(A)-(종로구 관철동 코아빌딩),주중,2010-07-05,19시~20시까지,310626,552368,서울특별시 종로구 관철동,맑음,13,200,295,64,13,6,277,111,24,8
5607,서울 종로구 종각역_1(A)-(종로구 관철동 코아빌딩),주말,2010-07-24,12시~13시까지,310626,552368,서울특별시 종로구 관철동,맑음,28,105,150,93,28,26,153,96,42,25
5607,서울 종로구 종각역_1(A)-(종로구 관철동 코아빌딩),주말,2010-07-24,19시~20시까지,310626,552368,서울특별시 종로구 관철동,맑음,26,98,112,110,70,34,143,120,59,104
5608,서울 종로구 종각역_1(B)-(종로 서린 한국개발금융),주중,2010-07-05,12시~13시까지,310170,552397,서울특별시 종로구 서린동,맑음,4,82,124,85,7,3,113,45,33,4
5608,서울 종로구 종각역_1(B)-(종로 서린 한국개발금융),주중,2010-07-05,19시~20시까지,310170,552397,서울특별시 종로구 서린동,맑음,3,93,141,67,16,2,171,93,40,10
5608,서울 종로구 종각역_1(B)-(종로 서린 한국개발금융),주말,2010-07-24,12시~13시까지,310170,552397,서울특별시 종로구 서린동,맑음,13,73,84,87,42,16,62,75,62,51
5608,서울 종로구 종각역_1(B)-(종로 서린 한국개발금융),주말,2010-07-24,19시~20시까지,310170,552397,서울특별시 종로구 서린동,맑음,10,73,63,56,48,18,70,53,75,62
5609,서울 중구 을지로입구역_2(A)-앤젤리너스,주중,2010-08-16,12시~13시까지,310031,552247,서울특별시 중구 무교동,흐림,0,43,247,69,11,2,93,191,16,3
5609,서울 중구 을지로입구역_2(A)-앤젤리너스,주중,2010-08-16,19시~20시까지,310031,552247,서울특별시 중구 무교동,흐림,12,44,321,89,14,13,113,248,24,4
5609,서울 중구 을지로입구역_2(A)-앤젤리너스,주말,2010-08-21,12시~13시까지,310031,552247,서울특별시 중구 무교동,맑음,33,74,59,93,65,27,84,107,78,18
5609,서울 중구 을지로입구역_2(A)-앤젤리너스,주말,2010-08-21,19시~20시까지,310031,552247,서울특별시 중구 무교동,맑음,43,95,77,121,85,35,109,139,101,23
5610,서울 중구 을지로입구역_2(B)-시그너스빌딩,주중,2010-08-16,12시~13시까지,310032,552287,서울특별시 중구 무교동,흐림,6,85,163,58,23,6,103,85,23,5
5610,서울 중구 을지로입구역_2(B)-시그너스빌딩,주중,2010-08-16,19시~20시까지,310032,552287,서울특별시 중구 무교동,흐림,8,111,212,75,31,8,134,111,31,7
5610,서울 중구 을지로입구역_2(B)-시그너스빌딩,주말,2010-08-21,12시~13시까지,310032,552287,서울특별시 중구 무교동,맑음,14,88,56,56,38,14,73,65,18,27
5610,서울 중구 을지로입구역_2(B)-시그너스빌딩,주말,2010-08-21,19시~20시까지,310032,552287,서울특별시 중구 무교동,맑음,18,115,71,73,49,18,95,85,23,35
5611,서울 중구 명동역(B)-3번출구,주말,2010-08-14,12시~13시까지,310573,551405,서울특별시 중구 남산동2가,흐림,19,198,82,47,36,50,208,143,41,61
5611,서울 중구 명동역(B)-3번출구,주말,2010-08-14,19시~20시까지,310573,551405,서울특별시 중구 남산동2가,흐림,25,257,107,61,47,65,271,186,53,79
5612,서울 중구 명동역(A)-예술극장,주중,2010-08-17,12시~13시까지,310441,551766,서울특별시 중구 명동1가,흐림,48,903,354,442,276,64,941,322,266,372
5612,서울 중구 명동역(A)-예술극장,주중,2010-08-17,19시~20시까지,310441,551766,서울특별시 중구 명동1가,흐림,62,1174,461,575,359,83,1223,419,346,484
5612,서울 중구 명동역(A)-예술극장,주말,2010-08-14,12시~13시까지,310441,551766,서울특별시 중구 명동1가,흐림,67,1261,496,619,386,89,1072,451,372,521
5612,서울 중구 명동역(A)-예술극장,주말,2010-08-14,19시~20시까지,310441,551766,서울특별시 중구 명동1가,흐림,87,1638,644,804,502,116,1393,586,484,677
5613,서울 중구 을지로입구_1((A)-남대문 음식골목,주중,2010-08-23,12시~13시까지,309878,551769,서울특별시 중구 태평로2가,비,1,30,121,106,38,0,52,63,25,11
5613,서울 중구 을지로입구_1((A)-남대문 음식골목,주중,2010-08-23,19시~20시까지,309878,551769,서울특별시 중구 태평로2가,비,11,70,311,110,65,17,92,75,45,22
5613,서울 중구 을지로입구_1((A)-남대문 음식골목,주말,2010-08-21,12시~13시까지,309878,551769,서울특별시 중구 태평로2가,비,2,35,130,120,40,1,55,65,30,15
5613,서울 중구 을지로입구_1((A)-남대문 음식골목,주말,2010-08-21,19시~20시까지,309878,551769,서울특별시 중구 태평로2가,비,15,75,320,115,70,20,95,80,50,25
5614,서울 중구 을지로입구역_1(B)-9번출구,주중,2010-08-23,12시~13시까지,309581,551688,서울특별시 중구 서소문동,비,0,78,385,153,23,3,212,107,15,0
5614,서울 중구 을지로입구역_1(B)-9번출구,주중,2010-08-23,19시~20시까지,309581,551688,서울특별시 중구 서소문동,비,0,89,443,143,45,0,345,175,8,0
5614,서울 중구 을지로입구역_1(B)-9번출구,주말,2010-08-23,12시~13시까지,309581,551688,서울특별시 중구 서소문동,비,0,60,300,125,18,0,165,85,10,5
5614,서울 중구 을지로입구역_1(B)-9번출구,주말,2010-08-23,19시~20시까지,309581,551688,서울특별시 중구 서소문동,비,0,70,351,112,36,0,271,142,6,2
5615,용산전자상가 진입로 교차로,주중,2010-07-07,12시~13시까지,308569,548385,서울특별시 용산구 한강로3가,맑음,48,768,612,154,56,12,192,124,38,14
5615,용산전자상가 진입로 교차로,주중,2010-07-07,19시~20시까지,308569,548385,서울특별시 용산구 한강로3가,맑음,156,824,484,162,58,84,368,224,48,24
5615,용산전자상가 진입로 교차로,주말,2010-07-04,12시~13시까지,308569,548385,서울특별시 용산구 한강로3가,흐림,248,720,680,120,48,232,448,222,96,32
5615,용산전자상가 진입로 교차로,주말,2010-07-04,19시~20시까지,308569,548385,서울특별시 용산구 한강로3가,흐림,320,640,450,114,42,248,402,252,104,44
5616,원효전자상가 앞,주중,2010-07-07,12시~13시까지,308300,548412,서울특별시 용산구 원효로3가,맑음,14,254,202,52,18,4,68,46,12,4
5616,원효전자상가 앞,주중,2010-07-07,19시~20시까지,308300,548412,서울특별시 용산구 원효로3가,맑음,52,272,168,58,20,32,122,74,28,8
5616,원효전자상가 앞,주말,2010-07-04,12시~13시까지,308300,548412,서울특별시 용산구 원효로3가,맑음,124,372,346,62,26,122,292,126,48,18
5616,원효전자상가 앞,주말,2010-07-04,19시~20시까지,308300,548412,서울특별시 용산구 원효로3가,맑음,162,324,228,108,22,128,212,132,54,24
5617,A지점 국민은행앞 ,주중,2010-06-10,12시~13시까지,300563,549975,서울특별시 양천구 목2동,흐림,280,28,12,24,28,200,12,96,108,104
5617,A지점 국민은행앞 ,주중,2010-06-10,19시~20시까지,300563,549975,서울특별시 양천구 목2동,흐림,168,20,4,8,32,56,0,36,112,32
5617,A지점 국민은행앞 ,주말,2010-07-03,12시~13시까지,300563,549975,서울특별시 양천구 목2동,비,0,52,48,32,68,8,56,36,24,36
5617,A지점 국민은행앞 ,주말,2010-07-03,19시~20시까지,300563,549975,서울특별시 양천구 목2동,비,0,40,28,28,20,0,32,16,24,4
5618,B지점 광림빌딩 앞,주중,2010-06-10,12시~13시까지,300661,549961,서울특별시 양천구 목2동,흐림,20,56,28,24,36,16,12,36,40,20
5618,B지점 광림빌딩 앞,주중,2010-06-10,19시~20시까지,300661,549961,서울특별시 양천구 목2동,흐림,84,32,12,44,40,72,24,24,56,24
5618,B지점 광림빌딩 앞,주말,2010-07-03,12시~13시까지,300661,549961,서울특별시 양천구 목2동,비,32,52,52,48,112,0,64,52,76,16
5618,B지점 광림빌딩 앞,주말,2010-07-03,19시~20시까지,300661,549961,서울특별시 양천구 목2동,비,44,96,88,120,92,12,48,52,76,56
5619,A지점 강서보건소 앞,주중,2010-06-09,12시~13시까지,300148,550338,서울특별시 양천구 목3동,맑음,16,40,48,36,64,16,48,40,92,108
5619,A지점 강서보건소 앞,주중,2010-06-09,19시~20시까지,300148,550338,서울특별시 양천구 목3동,맑음,24,40,20,36,112,36,64,32,160,88
5619,A지점 강서보건소 앞,주말,2010-06-27,12시~13시까지,300148,550338,서울특별시 양천구 목3동,비,0,52,48,32,68,8,56,36,24,36
5619,A지점 강서보건소 앞,주말,2010-06-27,19시~20시까지,300148,550338,서울특별시 양천구 목3동,비,0,40,28,27,20,0,32,16,24,4
5620,B지점 리바트가구점 앞 ,주중,2010-06-09,12시~13시까지,300174,550241,서울특별시 양천구 목3동,맑음,4,4,8,8,12,0,4,8,8,16
5620,B지점 리바트가구점 앞 ,주중,2010-06-09,19시~20시까지,300174,550241,서울특별시 양천구 목3동,맑음,4,12,12,8,12,0,12,28,16,0
5620,B지점 리바트가구점 앞 ,주말,2010-06-27,12시~13시까지,300174,550241,서울특별시 양천구 목3동,비,32,52,52,48,112,0,64,52,76,16
5620,B지점 리바트가구점 앞 ,주말,2010-06-27,19시~20시까지,300174,550241,서울특별시 양천구 목3동,비,44,96,88,120,92,12,48,52,76,56
5621,A지점-G25 앞,주중,2010-07-07,12시~13시까지,298158,551369,서울특별시 강서구 등촌3동,흐림,4,60,48,52,32,12,72,80,84,60
5621,A지점-G25 앞,주중,2010-07-07,19시~20시까지,298158,551369,서울특별시 강서구 등촌3동,흐림,36,56,40,52,84,52,68,60,52,92
5621,A지점-G25 앞,주말,2010-06-06,12시~13시까지,298158,551369,서울특별시 강서구 등촌3동,맑음,24,16,52,48,68,27,56,68,60,68
5621,A지점-G25 앞,주말,2010-06-06,19시~20시까지,298158,551369,서울특별시 강서구 등촌3동,맑음,20,52,48,64,56,24,72,36,52,76
5622,B지점 - 세븐 일레븐 앞,주중,2010-07-15,12시~13시까지,298146,551285,서울특별시 강서구 등촌3동,흐림,8,8,0,8,64,8,28,32,32,80
5622,B지점 - 세븐 일레븐 앞,주말,2010-06-06,12시~13시까지,298146,551285,서울특별시 강서구 등촌3동,맑음,16,20,32,12,44,20,56,24,24,44
5622,B지점 - 세븐 일레븐 앞,주말,2010-06-06,19시~20시까지,298146,551285,서울특별시 강서구 등촌3동,맑음,20,52,48,64,56,24,72,36,52,76
5623,A지점 - 기아자동차 왼쪽골목 발리호프 앞 ,주중,2010-06-08,12시~13시까지,299798,548980,서울특별시 양천구 목4동,맑음,36,20,8,32,36,40,36,16,52,44
5623,A지점 - 기아자동차 왼쪽골목 발리호프 앞 ,주중,2010-06-08,19시~20시까지,299798,548980,서울특별시 양천구 목4동,맑음,44,8,0,16,8,4,4,12,24,32
5623,A지점 - 기아자동차 왼쪽골목 발리호프 앞 ,주말,2010-06-26,12시~13시까지,299798,548980,서울특별시 양천구 목4동,흐림,8,40,12,36,28,16,44,8,28,44
5623,A지점 - 기아자동차 왼쪽골목 발리호프 앞 ,주말,2010-06-26,19시~20시까지,299798,548980,서울특별시 양천구 목4동,흐림,12,60,24,52,40,12,16,28,20,40
5624,B 지점 비바빌딩 앞,주중,2010-06-08,12시~13시까지,299785,548881,서울특별시 양천구 목4동,맑음,44,48,24,36,24,4,16,4,56,32
5624,B 지점 비바빌딩 앞,주중,2010-06-08,19시~20시까지,299785,548881,서울특별시 양천구 목4동,맑음,64,40,32,44,44,36,72,44,44,16
5624,B 지점 비바빌딩 앞,주말,2010-06-26,12시~13시까지,299785,548881,서울특별시 양천구 목4동,흐림,32,24,16,36,20,16,8,8,24,12
5624,B 지점 비바빌딩 앞,주말,2010-06-26,19시~20시까지,299785,548881,서울특별시 양천구 목4동,흐림,24,36,12,20,20,24,36,16,32,32
5625,"A 지점 - 중문사우나, 영마트 앞 ",주중,2010-05-31,12시~13시까지,297097,547335,서울특별시 양천구 신월7동,비,24,4,8,12,24,16,12,28,72,60
5625,"A 지점 - 중문사우나, 영마트 앞 ",주중,2010-05-31,19시~20시까지,297097,547335,서울특별시 양천구 신월7동,비,16,24,16,8,24,8,12,48,68,56
5625,"A 지점 - 중문사우나, 영마트 앞 ",주말,2010-06-05,12시~13시까지,297097,547335,서울특별시 양천구 신월7동,맑음,40,16,12,24,20,20,12,44,28,44
5625,"A 지점 - 중문사우나, 영마트 앞 ",주말,2010-06-05,19시~20시까지,297097,547335,서울특별시 양천구 신월7동,맑음,24,28,24,12,20,32,8,4,36,40
5626,B 지점 - 우성상가 김약국 앞,주중,2010-06-12,12시~13시까지,297126,547265,서울특별시 양천구 신월7동,비,32,24,20,20,60,16,16,76,128,76
5626,B 지점 - 우성상가 김약국 앞,주중,2010-06-12,19시~20시까지,297126,547265,서울특별시 양천구 신월7동,비,16,24,32,40,60,48,28,100,112,96
5626,B 지점 - 우성상가 김약국 앞,주말,2010-06-05,12시~13시까지,297126,547265,서울특별시 양천구 신월7동,맑음,20,32,16,44,40,44,28,36,76,52
5626,B 지점 - 우성상가 김약국 앞,주말,2010-06-05,19시~20시까지,297126,547265,서울특별시 양천구 신월7동,맑음,32,40,16,44,56,12,24,44,68,76
5627,A 지점 - 대학학원 앞,주중,2010-06-07,12시~13시까지,300568,547644,서울특별시 양천구 목1동,흐림,80,88,28,48,12,96,104,120,96,44
5627,A 지점 - 대학학원 앞,주중,2010-06-07,19시~20시까지,300568,547644,서울특별시 양천구 목1동,흐림,76,124,112,84,24,88,144,100,96,64
5627,A 지점 - 대학학원 앞,주말,2010-06-20,12시~13시까지,300568,547644,서울특별시 양천구 목1동,흐림,0,52,48,32,68,8,56,36,24,36
5627,A 지점 - 대학학원 앞,주말,2010-06-20,19시~20시까지,300568,547644,서울특별시 양천구 목1동,흐림,0,40,28,28,20,0,32,16,24,4
5628,B 지점 - 우정자동차공업사 앞,주중,2010-06-07,12시~13시까지,300503,547576,서울특별시 양천구 목1동,흐림,12,20,16,24,32,12,60,8,48,12
5628,B 지점 - 우정자동차공업사 앞,주말,2010-06-20,12시~13시까지,300503,547576,서울특별시 양천구 목1동,흐림,32,52,52,48,112,0,64,52,76,16
5628,B 지점 - 우정자동차공업사 앞,주말,2010-06-20,19시~20시까지,300503,547576,서울특별시 양천구 목1동,흐림,44,96,88,120,92,12,48,52,76,56
5629,A 지점 - 편의점 Seven eleven 앞  ,주중,2010-06-04,12시~13시까지,300383,546751,서울특별시 양천구 신정6동,맑음,16,8,16,8,4,48,36,12,68,24
5629,A 지점 - 편의점 Seven eleven 앞  ,주중,2010-06-04,19시~20시까지,300383,546751,서울특별시 양천구 신정6동,맑음,44,12,4,12,12,24,8,36,84,4
5629,A 지점 - 편의점 Seven eleven 앞  ,주말,2010-06-19,12시~13시까지,300383,546751,서울특별시 양천구 신정6동,흐림,44,12,4,12,56,20,28,28,100,32
5629,A 지점 - 편의점 Seven eleven 앞  ,주말,2010-06-19,19시~20시까지,300383,546751,서울특별시 양천구 신정6동,흐림,96,44,24,56,16,28,24,12,40,4
5630,B 지점 - 태양빌딩 앞,주중,2010-06-04,12시~13시까지,300429,546684,서울특별시 양천구 신정6동,맑음,12,4,20,20,16,76,8,44,44,12
5630,B 지점 - 태양빌딩 앞,주중,2010-06-04,19시~20시까지,300429,546684,서울특별시 양천구 신정6동,맑음,88,28,12,8,16,24,28,52,68,32
5630,B 지점 - 태양빌딩 앞,주말,2010-06-19,12시~13시까지,300429,546684,서울특별시 양천구 신정6동,흐림,36,20,8,28,20,28,24,44,44,24
5630,B 지점 - 태양빌딩 앞,주말,2010-06-19,19시~20시까지,300429,546684,서울특별시 양천구 신정6동,흐림,52,32,16,40,32,40,44,36,60,12
5631,A 지점 - 현대자동차 옆 쁘띠랑쥬 앞 ,주중,2010-06-02,12시~13시까지,300612,547106,서울특별시 양천구 신정2동,맑음,36,0,16,12,20,12,16,28,32,60
5631,A 지점 - 현대자동차 옆 쁘띠랑쥬 앞 ,주중,2010-06-02,19시~20시까지,300612,547106,서울특별시 양천구 신정2동,맑음,16,20,28,28,28,24,40,24,12,32
5631,A 지점 - 현대자동차 옆 쁘띠랑쥬 앞 ,주말,2010-06-12,12시~13시까지,300612,547106,서울특별시 양천구 신정2동,비,8,16,16,12,28,28,16,8,12,4
5631,A 지점 - 현대자동차 옆 쁘띠랑쥬 앞 ,주말,2010-06-12,19시~20시까지,300612,547106,서울특별시 양천구 신정2동,비,16,48,8,28,24,16,12,0,48,16
5632, B 지점 - 피자헛 앞,주중,2010-06-02,12시~13시까지,300701,547209,서울특별시 양천구 신정2동,맑음,0,24,8,8,20,20,32,32,52,52
5632, B 지점 - 피자헛 앞,주중,2010-06-02,19시~20시까지,300701,547209,서울특별시 양천구 신정2동,맑음,44,24,24,68,64,12,52,16,36,8
5632, B 지점 - 피자헛 앞,주말,2010-06-12,12시~13시까지,300701,547209,서울특별시 양천구 신정2동,비,28,32,20,20,28,4,28,20,28,48
5632, B 지점 - 피자헛 앞,주말,2010-06-12,19시~20시까지,300701,547209,서울특별시 양천구 신정2동,비,28,28,8,16,24,12,24,8,16,16
5633,A 지점 - 조가네 갈비 앞,주중,2010-06-01,12시~13시까지,300494,546943,서울특별시 양천구 신정2동,맑음,0,16,24,32,20,24,16,24,48,80
5633,A 지점 - 조가네 갈비 앞,주중,2010-06-01,19시~20시까지,300494,546943,서울특별시 양천구 신정2동,맑음,20,20,20,28,20,16,24,32,40,16
5633,A 지점 - 조가네 갈비 앞,주말,2010-06-06,12시~13시까지,300494,546943,서울특별시 양천구 신정2동,맑음,28,40,24,20,44,8,12,20,32,28
5633,A 지점 - 조가네 갈비 앞,주말,2010-06-06,19시~20시까지,300494,546943,서울특별시 양천구 신정2동,맑음,32,28,8,40,20,12,8,0,32,16
5634,   B 지점 - 하나은행 앞,주중,2010-06-01,12시~13시까지,300652,546869,서울특별시 양천구 신정2동,맑음,28,12,40,4,24,8,20,16,68,32
5634,   B 지점 - 하나은행 앞,주중,2010-06-01,19시~20시까지,300652,546869,서울특별시 양천구 신정2동,맑음,24,40,4,40,12,60,36,40,44,12
5634,   B 지점 - 하나은행 앞,주말,2010-06-06,12시~13시까지,300652,546869,서울특별시 양천구 신정2동,맑음,52,24,8,24,0,8,24,8,20,4
5634,   B 지점 - 하나은행 앞,주말,2010-06-06,19시~20시까지,300652,546869,서울특별시 양천구 신정2동,맑음,40,44,4,20,16,32,36,4,40,28
5635,A 지점 - 신정네거리역 3번 출구 수정약국 앞,주중,2010-06-03,12시~13시까지,298790,547130,서울특별시 양천구 신정동,맑음,8,20,0,0,24,8,32,36,24,36
5635,A 지점 - 신정네거리역 3번 출구 수정약국 앞,주중,2010-06-03,19시~20시까지,298790,547130,서울특별시 양천구 신정동,맑음,32,40,40,48,28,28,68,36,68,28
5635,A 지점 - 신정네거리역 3번 출구 수정약국 앞,주말,2010-06-13,12시~13시까지,298790,547130,서울특별시 양천구 신정동,비,12,20,20,16,12,8,36,16,20,8
5635,A 지점 - 신정네거리역 3번 출구 수정약국 앞,주말,2010-06-13,19시~20시까지,298790,547130,서울특별시 양천구 신정동,비,20,56,20,48,116,20,20,40,60,40
5636, B 지점 - 신정네거리역 1번 출구 빠리바게트 앞,주중,2010-06-03,12시~13시까지,298813,546927,서울특별시 양천구 신정동,맑음,8,52,44,24,40,4,48,68,68,84
5636, B 지점 - 신정네거리역 1번 출구 빠리바게트 앞,주중,2010-06-03,19시~20시까지,298813,546927,서울특별시 양천구 신정동,맑음,16,96,60,64,28,28,72,48,72,32
5636, B 지점 - 신정네거리역 1번 출구 빠리바게트 앞,주말,2010-06-13,12시~13시까지,298813,546927,서울특별시 양천구 신정동,비,52,80,60,16,56,16,36,36,48,40
5636, B 지점 - 신정네거리역 1번 출구 빠리바게트 앞,주말,2010-06-13,19시~20시까지,298813,546927,서울특별시 양천구 신정동,비,28,116,76,76,68,16,48,44,104,60
5637,B.파리바게뜨 인천논현역점앞,주중,2010-09-15,12시~13시까지,287086,534095,인천광역시 남동구 논현동,맑음,0,14,16,25,12,0,10,24,13,10
5637,B.파리바게뜨 인천논현역점앞,주중,2010-09-15,19시~20시까지,287086,534095,인천광역시 남동구 논현동,맑음,5,23,17,10,20,16,18,15,8,7
5642,test,주중,2010-10-11,12시~13시까지,424911,272284,경상남도 고성군 대가면,맑음,1,2,3,4,5,6,7,8,9,10
5642,test,주말,2010-10-09,12시~13시까지,424911,272284,경상남도 고성군 대가면,흐림,50,51,52,53,54,55,56,57,58,59
5643,test조사지점,주중,2010-10-11,12시~13시까지,309247,542608,서울특별시 동작구 사당4동,맑음,10,20,30,40,50,60,70,80,90,100
5643,test조사지점,주말,2010-10-10,12시~13시까지,309247,542608,서울특별시 동작구 사당4동,흐림,1,2,3,4,5,6,7,8,9,10
5647,구례경찰서앞 로타리(A지점),주중,2010-11-12,12시~13시까지,351450,290116,전라남도 구례군 구례읍,맑음,26,36,12,16,36,20,18,16,32,44
5647,구례경찰서앞 로타리(A지점),주중,2010-11-12,19시~20시까지,351450,290116,전라남도 구례군 구례읍,맑음,28,22,12,24,28,22,18,12,20,32
5647,구례경찰서앞 로타리(A지점),주말,2010-11-13,12시~13시까지,351450,290116,전라남도 구례군 구례읍,맑음,36,28,12,26,30,36,26,12,18,34
5647,구례경찰서앞 로타리(A지점),주말,2010-11-13,19시~20시까지,351450,290116,전라남도 구례군 구례읍,맑음,24,30,12,18,14,20,18,16,34,18
5648,훼미리마트 앞,주중,2010-11-15,12시~13시까지,324598,467269,충청남도 천안시 중앙동,맑음,12,10,15,13,42,13,17,21,22,25
5648,훼미리마트 앞,주중,2010-11-15,19시~20시까지,324598,467269,충청남도 천안시 중앙동,맑음,35,12,3,12,34,32,30,14,20,49
5661,(구)기아자동차앞,주중,2010-11-12,12시~13시까지,310633,464381,충청남도 아산시 온양2동,맑음,0,6,3,3,12,0,0,3,12,6
5648,훼미리마트 앞,주말,2010-11-07,12시~13시까지,324598,467269,충청남도 천안시 중앙동,맑음,11,9,22,45,62,8,17,12,38,54
5648,훼미리마트 앞,주말,2010-11-07,19시~20시까지,324598,467269,충청남도 천안시 중앙동,맑음,24,7,12,45,45,12,10,22,28,43
5649,광주은행 보성지점 앞(B지점),주중,2010-11-26,12시~13시까지,316034,241613,전라남도 보성군 보성읍,맑음,30,28,20,32,26,18,34,12,22,34
5649,광주은행 보성지점 앞(B지점),주중,2010-11-26,19시~20시까지,316034,241613,전라남도 보성군 보성읍,맑음,16,26,38,26,12,14,30,30,14,18
5649,광주은행 보성지점 앞(B지점),주말,2010-11-27,12시~13시까지,316034,241613,전라남도 보성군 보성읍,맑음,28,34,16,18,40,28,22,20,32,42
5649,광주은행 보성지점 앞(B지점),주말,2010-11-27,19시~20시까지,316034,241613,전라남도 보성군 보성읍,맑음,16,26,18,36,32,20,28,28,42,24
5650,A지점 / 도미노피자 앞,주중,2010-10-28,12시~13시까지,318998,543421,서울특별시 강남구 일원동,맑음,0,32,68,80,52,0,48,72,56,40
5650,A지점 / 도미노피자 앞,주중,2010-10-28,19시~20시까지,318998,543421,서울특별시 강남구 일원동,맑음,48,60,88,76,64,64,84,44,36,48
5650,A지점 / 도미노피자 앞,주말,2010-10-30,12시~13시까지,318998,543421,서울특별시 강남구 일원동,맑음,56,44,36,36,24,68,52,48,52,32
5650,A지점 / 도미노피자 앞,주말,2010-10-30,19시~20시까지,318998,543421,서울특별시 강남구 일원동,맑음,60,84,60,92,36,48,56,40,64,20
5651,국민은행앞,주중,2010-11-16,12시~13시까지,254032,246474,전라남도 목포시 용당동,맑음,24,12,35,26,24,42,19,28,14,19
5651,국민은행앞,주중,2010-11-16,19시~20시까지,254032,246474,전라남도 목포시 용당동,맑음,25,34,17,42,28,28,20,21,5,14
5651,국민은행앞,주말,2010-11-07,12시~13시까지,254032,246474,전라남도 목포시 용당동,맑음,15,32,42,21,25,25,42,25,13,20
5651,국민은행앞,주말,2010-11-07,19시~20시까지,254032,246474,전라남도 목포시 용당동,맑음,19,17,15,21,16,32,12,3,8,15
5652,뱅뱅점포앞,주중,2010-11-11,12시~13시까지,322661,467202,충청남도 천안시 쌍용1동,맑음,22,43,20,13,4,7,16,18,31,5
5652,뱅뱅점포앞,주말,2010-11-13,12시~13시까지,322661,467202,충청남도 천안시 쌍용1동,맑음,17,33,15,16,9,20,25,31,29,18
5652,뱅뱅점포앞,주말,2010-11-13,19시~20시까지,322661,467202,충청남도 천안시 쌍용1동,맑음,28,49,30,32,4,35,53,39,50,4
5653,조흥약국 앞,주중,2010-11-08,12시~13시까지,284710,376761,전라북도 군산시 평화동,맑음,8,4,20,32,96,4,8,36,40,120
5653,조흥약국 앞,주중,2010-11-08,19시~20시까지,284710,376761,전라북도 군산시 평화동,맑음,16,8,16,12,100,28,8,28,24,116
5653,조흥약국 앞,주말,2010-11-06,12시~13시까지,284710,376761,전라북도 군산시 평화동,맑음,4,12,8,24,148,8,20,12,36,140
5653,조흥약국 앞,주말,2010-11-06,19시~20시까지,284710,376761,전라북도 군산시 평화동,맑음,24,30,48,12,120,6,12,36,66,60
5654,나사렛대쪽문앞,주중,2010-11-18,12시~13시까지,321757,466593,충청남도 천안시 쌍용동,맑음,10,31,17,14,12,22,10,15,19,11
5654,나사렛대쪽문앞,주중,2010-11-18,19시~20시까지,321757,466593,충청남도 천안시 쌍용동,맑음,3,34,26,37,9,17,33,28,22,8
5654,나사렛대쪽문앞,주말,2010-11-20,12시~13시까지,321757,466593,충청남도 천안시 쌍용동,맑음,11,35,26,33,2,10,24,19,32,1
5654,나사렛대쪽문앞,주말,2010-11-20,19시~20시까지,321757,466593,충청남도 천안시 쌍용동,맑음,13,38,18,35,6,4,31,22,40,5
5655,농협 앞,주중,2010-10-21,12시~13시까지,284697,376323,전라북도 군산시 중앙로3가,맑음,0,12,8,28,68,0,4,28,36,44
5655,농협 앞,주중,2010-10-21,19시~20시까지,284697,376323,전라북도 군산시 중앙로3가,맑음,44,28,12,20,76,16,8,8,12,40
5655,농협 앞,주말,2010-10-23,12시~13시까지,284697,376323,전라북도 군산시 중앙로3가,맑음,16,8,8,8,84,24,2,8,20,104
5655,농협 앞,주말,2010-10-23,19시~20시까지,284697,376323,전라북도 군산시 중앙로3가,맑음,30,2,2,18,78,42,12,48,42,96
5656,본치과 앞,주중,2010-10-11,12시~13시까지,301691,543136,서울특별시 구로구 가리봉동,흐림,18,162,110,74,172,24,184,72,96,154
5676,B지점,주말,2010-10-31,19시~20시까지,472849,587875,강원도 강릉시 주문진읍,맑음,4,9,6,9,26,7,11,14,19,59
5656,본치과 앞,주중,2010-10-11,19시~20시까지,301691,543136,서울특별시 구로구 가리봉동,흐림,50,162,85,192,245,24,138,94,84,112
5656,본치과 앞,주말,2010-10-02,12시~13시까지,301691,543136,서울특별시 구로구 가리봉동,비,28,84,62,75,94,32,102,72,45,72
5656,본치과 앞,주말,2010-10-02,19시~20시까지,301691,543136,서울특별시 구로구 가리봉동,비,45,172,95,62,75,38,226,45,42,68
5657,만나공인중개사앞,주중,2010-10-11,12시~13시까지,301860,543068,서울특별시 구로구 가리봉동,흐림,48,56,62,84,84,18,105,92,65,75
5657,만나공인중개사앞,주중,2010-10-11,19시~20시까지,301860,543068,서울특별시 구로구 가리봉동,흐림,32,172,84,76,62,64,186,58,46,72
5657,만나공인중개사앞,주말,2010-10-02,12시~13시까지,301860,543068,서울특별시 구로구 가리봉동,비,62,52,68,52,125,65,86,75,65,82
