'조사번호'	'조사지역'	'주구분'	'조사일자'	'시간대'	'X좌표'	'Y좌표'	'행정구역명'	'날씨'	'남자10대'	'남자20대'	'남자30대'	'남자40대'	'남자50대'	'여자10대'	'여자20대'	'여자30대'	'여자40대'	'여자50대'
'5124'	'신세계안경백화점'	'주말'	'2010-07-11'	'12시~13시까지'	'324989'	'539585'	'경기도 성남시 산성동'	'비'	'36'	'90'	'42'	'30'	'92'	'54'	'86'	'126'	'54'	'182'
'5124'	'신세계안경백화점'	'주말'	'2010-07-11'	'19시~20시까지'	'324989'	'539585'	'경기도 성남시 산성동'	'비'	'68'	'168'	'72'	'66'	'96'	'30'	'174'	'104'	'72'	'106'
'5125'	'로마니나제과점'	'주중'	'2010-07-08'	'12시~13시까지'	'324982'	'539467'	'경기도 성남시 산성동'	'비'	'0'	'70'	'40'	'52'	'112'	'0'	'40'	'120'	'80'	'116'
'5125'	'로마니나제과점'	'주중'	'2010-07-08'	'19시~20시까지'	'324982'	'539467'	'경기도 성남시 산성동'	'비'	'12'	'136'	'72'	'86'	'54'	'48'	'66'	'104'	'48'	'42'
'5125'	'로마니나제과점'	'주말'	'2010-07-11'	'12시~13시까지'	'324982'	'539467'	'경기도 성남시 산성동'	'비'	'78'	'66'	'26'	'44'	'138'	'48'	'104'	'36'	'44'	'108'
'5125'	'로마니나제과점'	'주말'	'2010-07-11'	'19시~20시까지'	'324982'	'539467'	'경기도 성남시 산성동'	'비'	'134'	'48'	'54'	'36'	'114'	'48'	'86'	'104'	'48'	'104'
'5126'	'은행시장약국'	'주중'	'2010-07-14'	'12시~13시까지'	'326248'	'539817'	'경기도 성남시 양지동'	'맑음'	'90'	'30'	'32'	'36'	'86'	'12'	'26'	'36'	'68'	'120'
'5126'	'은행시장약국'	'주중'	'2010-07-14'	'19시~20시까지'	'326248'	'539817'	'경기도 성남시 양지동'	'맑음'	'36'	'108'	'104'	'74'	'40'	'50'	'96'	'86'	'80'	'88'
'5126'	'은행시장약국'	'주말'	'2010-07-17'	'12시~13시까지'	'326248'	'539817'	'경기도 성남시 양지동'	'비'	'36'	'156'	'72'	'54'	'272'	'134'	'210'	'258'	'108'	'262'
'5126'	'은행시장약국'	'주말'	'2010-07-17'	'19시~20시까지'	'326248'	'539817'	'경기도 성남시 양지동'	'비'	'66'	'194'	'134'	'126'	'212'	'236'	'206'	'248'	'186'	'272'
'5127'	'세븐일레븐'	'주중'	'2010-07-14'	'12시~13시까지'	'325950'	'539483'	'경기도 성남시 단대동'	'맑음'	'80'	'66'	'96'	'90'	'54'	'48'	'126'	'120'	'42'	'140'
'5127'	'세븐일레븐'	'주중'	'2010-07-14'	'19시~20시까지'	'325950'	'539483'	'경기도 성남시 단대동'	'맑음'	'50'	'78'	'118'	'60'	'36'	'98'	'72'	'90'	'60'	'120'
'5127'	'세븐일레븐'	'주말'	'2010-07-17'	'12시~13시까지'	'325950'	'539483'	'경기도 성남시 단대동'	'비'	'6'	'86'	'18'	'48'	'134'	'38'	'108'	'86'	'54'	'72'
'5127'	'세븐일레븐'	'주말'	'2010-07-17'	'19시~20시까지'	'325950'	'539483'	'경기도 성남시 단대동'	'비'	'86'	'120'	'18'	'68'	'174'	'90'	'272'	'54'	'60'	'120'
'5128'	'단대오거리역2번출구'	'주중'	'2010-07-22'	'12시~13시까지'	'325630'	'538429'	'경기도 성남시 중앙동'	'비'	'48'	'92'	'30'	'54'	'116'	'20'	'164'	'68'	'74'	'126'
'5128'	'단대오거리역2번출구'	'주중'	'2010-07-22'	'19시~20시까지'	'325630'	'538429'	'경기도 성남시 중앙동'	'비'	'12'	'284'	'152'	'150'	'206'	'20'	'372'	'152'	'140'	'204'
'5128'	'단대오거리역2번출구'	'주말'	'2010-07-25'	'12시~13시까지'	'325630'	'538429'	'경기도 성남시 중앙동'	'맑음'	'20'	'170'	'74'	'36'	'220'	'36'	'80'	'126'	'74'	'188'
'5128'	'단대오거리역2번출구'	'주말'	'2010-07-25'	'19시~20시까지'	'325630'	'538429'	'경기도 성남시 중앙동'	'맑음'	'110'	'224'	'80'	'36'	'242'	'40'	'268'	'78'	'84'	'192'
'5129'	'신흥역4번출구'	'주중'	'2010-07-22'	'12시~13시까지'	'324740'	'538011'	'경기도 성남시 신흥3동'	'비'	'6'	'114'	'36'	'48'	'84'	'146'	'152'	'138'	'102'	'96'
'5129'	'신흥역4번출구'	'주중'	'2010-07-22'	'19시~20시까지'	'324740'	'538011'	'경기도 성남시 신흥3동'	'비'	'18'	'226'	'84'	'106'	'72'	'292'	'306'	'184'	'368'	'124'
'5129'	'신흥역4번출구'	'주말'	'2010-07-25'	'12시~13시까지'	'324740'	'538011'	'경기도 성남시 신흥3동'	'맑음'	'30'	'226'	'98'	'48'	'102'	'52'	'308'	'76'	'54'	'98'
'5129'	'신흥역4번출구'	'주말'	'2010-07-25'	'19시~20시까지'	'324740'	'538011'	'경기도 성남시 신흥3동'	'맑음'	'100'	'664'	'260'	'120'	'96'	'168'	'864'	'218'	'168'	'100'
'5968'	'STEP'	'주중'	'2010-10-07'	'12시~13시까지'	'321210'	'527963'	'경기도 성남시 구미1동'	'흐림'	'0'	'60'	'38'	'25'	'60'	'0'	'110'	'151'	'60'	'40'
'5968'	'STEP'	'주중'	'2010-10-07'	'19시~20시까지'	'321210'	'527963'	'경기도 성남시 구미1동'	'흐림'	'65'	'120'	'50'	'50'	'32'	'88'	'250'	'150'	'75'	'60'
'5968'	'STEP'	'주말'	'2010-10-09'	'12시~13시까지'	'321210'	'527963'	'경기도 성남시 구미1동'	'맑음'	'60'	'140'	'91'	'61'	'150'	'350'	'220'	'189'	'112'	'185'
'5968'	'STEP'	'주말'	'2010-10-09'	'19시~20시까지'	'321210'	'527963'	'경기도 성남시 구미1동'	'맑음'	'34'	'85'	'60'	'60'	'45'	'41'	'140'	'85'	'45'	'40'
'5969'	'바이더웨이'	'주중'	'2010-10-07'	'12시~13시까지'	'321282'	'527953'	'경기도 성남시 구미1동'	'흐림'	'0'	'70'	'45'	'20'	'35'	'0'	'105'	'145'	'50'	'60'
'5969'	'바이더웨이'	'주중'	'2010-10-07'	'19시~20시까지'	'321282'	'527953'	'경기도 성남시 구미1동'	'흐림'	'30'	'175'	'40'	'75'	'45'	'25'	'209'	'136'	'60'	'40'
'5969'	'바이더웨이'	'주말'	'2010-10-09'	'12시~13시까지'	'321282'	'527953'	'경기도 성남시 구미1동'	'맑음'	'145'	'125'	'135'	'105'	'85'	'421'	'254'	'215'	'131'	'85'
'5969'	'바이더웨이'	'주말'	'2010-10-09'	'19시~20시까지'	'321282'	'527953'	'경기도 성남시 구미1동'	'맑음'	'62'	'145'	'111'	'109'	'45'	'108'	'264'	'159'	'75'	'110'
'5970'	'우체국'	'주중'	'2010-10-14'	'12시~13시까지'	'321037'	'529911'	'경기도 성남시 정자1동'	'흐림'	'0'	'75'	'75'	'208'	'115'	'0'	'158'	'85'	'30'	'10'
'5970'	'우체국'	'주중'	'2010-10-14'	'19시~20시까지'	'321037'	'529911'	'경기도 성남시 정자1동'	'흐림'	'0'	'65'	'80'	'45'	'20'	'7'	'91'	'34'	'5'	'5'
'5970'	'우체국'	'주말'	'2010-10-16'	'12시~13시까지'	'321037'	'529911'	'경기도 성남시 정자1동'	'비'	'30'	'50'	'35'	'11'	'14'	'14'	'71'	'60'	'68'	'19'
'5970'	'우체국'	'주말'	'2010-10-16'	'19시~20시까지'	'321037'	'529911'	'경기도 성남시 정자1동'	'비'	'2'	'25'	'35'	'22'	'10'	'3'	'45'	'25'	'11'	'2'
'5971'	'미니스탑'	'주중'	'2010-10-07'	'12시~13시까지'	'324013'	'538227'	'경기도 성남시 신흥1동'	'흐림'	'0'	'32'	'26'	'15'	'65'	'0'	'38'	'56'	'41'	'49'
'5971'	'미니스탑'	'주중'	'2010-10-07'	'19시~20시까지'	'324013'	'538227'	'경기도 성남시 신흥1동'	'흐림'	'25'	'76'	'45'	'28'	'31'	'13'	'76'	'42'	'39'	'25'
'5971'	'미니스탑'	'주말'	'2010-10-09'	'12시~13시까지'	'324013'	'538227'	'경기도 성남시 신흥1동'	'맑음'	'35'	'15'	'15'	'15'	'59'	'15'	'20'	'39'	'42'	'71'
'5971'	'미니스탑'	'주말'	'2010-10-09'	'19시~20시까지'	'324013'	'538227'	'경기도 성남시 신흥1동'	'맑음'	'22'	'20'	'31'	'8'	'31'	'19'	'34'	'46'	'35'	'64'
'5972'	'파리바게뜨'	'주중'	'2010-10-13'	'12시~13시까지'	'324709'	'539025'	'경기도 성남시 신흥2동'	'흐림'	'0'	'31'	'11'	'11'	'31'	'0'	'41'	'41'	'31'	'49'
'5972'	'파리바게뜨'	'주중'	'2010-10-13'	'19시~20시까지'	'324709'	'539025'	'경기도 성남시 신흥2동'	'흐림'	'49'	'65'	'49'	'31'	'29'	'31'	'45'	'66'	'22'	'31'
'5972'	'파리바게뜨'	'주말'	'2010-10-10'	'12시~13시까지'	'324709'	'539025'	'경기도 성남시 신흥2동'	'흐림'	'16'	'25'	'19'	'14'	'31'	'7'	'31'	'51'	'25'	'31'
'5972'	'파리바게뜨'	'주말'	'2010-10-10'	'19시~20시까지'	'324709'	'539025'	'경기도 성남시 신흥2동'	'흐림'	'34'	'49'	'14'	'19'	'14'	'41'	'51'	'49'	'20'	'41'
'5973'	'단대오거리역2번출구'	'주중'	'2010-10-28'	'12시~13시까지'	'325630'	'538429'	'경기도 성남시 중앙동'	'맑음'	'0'	'42'	'14'	'25'	'62'	'0'	'76'	'45'	'35'	'59'
'5973'	'단대오거리역2번출구'	'주중'	'2010-10-28'	'19시~20시까지'	'325630'	'538429'	'경기도 성남시 중앙동'	'맑음'	'10'	'135'	'68'	'61'	'95'	'7'	'159'	'75'	'65'	'82'
'5973'	'단대오거리역2번출구'	'주말'	'2010-10-30'	'12시~13시까지'	'325630'	'538429'	'경기도 성남시 중앙동'	'맑음'	'15'	'84'	'35'	'15'	'95'	'15'	'39'	'62'	'34'	'85'
'5973'	'단대오거리역2번출구'	'주말'	'2010-10-30'	'19시~20시까지'	'325630'	'538429'	'경기도 성남시 중앙동'	'맑음'	'62'	'109'	'35'	'14'	'85'	'19'	'125'	'38'	'41'	'78'
'6176'	'GS25앞'	'주중'	'2010-11-01'	'12시~13시까지'	'323919'	'534713'	'경기도 성남시 야탑동'	'맑음'	'8'	'9'	'3'	'14'	'7'	'11'	'4'	'16'	'25'	'23'
'6176'	'GS25앞'	'주중'	'2010-11-01'	'19시~20시까지'	'323919'	'534713'	'경기도 성남시 야탑동'	'맑음'	'23'	'22'	'42'	'20'	'11'	'22'	'19'	'36'	'14'	'22'
'6176'	'GS25앞'	'주말'	'2010-11-14'	'12시~13시까지'	'323919'	'534713'	'경기도 성남시 야탑동'	'맑음'	'10'	'8'	'13'	'20'	'9'	'4'	'30'	'22'	'8'	'17'
'6176'	'GS25앞'	'주말'	'2010-11-14'	'19시~20시까지'	'323919'	'534713'	'경기도 성남시 야탑동'	'맑음'	'14'	'23'	'17'	'25'	'3'	'7'	'3'	'18'	'15'	'23'
'6177'	'패밀리마트앞'	'주중'	'2010-10-29'	'12시~13시까지'	'323398'	'530974'	'경기도 성남시 서현동'	'맑음'	'0'	'6'	'4'	'34'	'24'	'0'	'10'	'8'	'40'	'18'
'6177'	'패밀리마트앞'	'주중'	'2010-10-29'	'19시~20시까지'	'323398'	'530974'	'경기도 성남시 서현동'	'맑음'	'15'	'34'	'41'	'44'	'35'	'17'	'17'	'42'	'37'	'33'
'6177'	'패밀리마트앞'	'주말'	'2010-11-07'	'12시~13시까지'	'323398'	'530974'	'경기도 성남시 서현동'	'맑음'	'7'	'18'	'32'	'17'	'13'	'11'	'24'	'29'	'23'	'15'
'6177'	'패밀리마트앞'	'주말'	'2010-11-07'	'19시~20시까지'	'323398'	'530974'	'경기도 성남시 서현동'	'맑음'	'23'	'19'	'42'	'23'	'26'	'13'	'22'	'17'	'23'	'14'
'6178'	'GS25앞'	'주중'	'2010-10-29'	'12시~13시까지'	'323424'	'530923'	'경기도 성남시 서현2동'	'맑음'	'6'	'18'	'4'	'44'	'32'	'2'	'32'	'10'	'70'	'10'
'6178'	'GS25앞'	'주중'	'2010-10-29'	'19시~20시까지'	'323424'	'530923'	'경기도 성남시 서현2동'	'맑음'	'26'	'72'	'101'	'131'	'24'	'12'	'147'	'84'	'34'	'4'
'6178'	'GS25앞'	'주말'	'2010-11-07'	'12시~13시까지'	'323424'	'530923'	'경기도 성남시 서현2동'	'맑음'	'2'	'4'	'13'	'11'	'8'	'6'	'18'	'7'	'6'	'8'
'6178'	'GS25앞'	'주말'	'2010-11-07'	'19시~20시까지'	'323424'	'530923'	'경기도 성남시 서현2동'	'맑음'	'33'	'43'	'57'	'44'	'45'	'20'	'53'	'38'	'34'	'55'
'6179'	'두레교회앞'	'주중'	'2010-11-02'	'12시~13시까지'	'322888'	'534078'	'경기도 성남시 야탑3동'	'맑음'	'7'	'2'	'14'	'20'	'8'	'0'	'8'	'21'	'3'	'6'
'6179'	'두레교회앞'	'주중'	'2010-11-02'	'19시~20시까지'	'322888'	'534078'	'경기도 성남시 야탑3동'	'맑음'	'4'	'7'	'11'	'13'	'5'	'2'	'1'	'31'	'25'	'9'
'6179'	'두레교회앞'	'주말'	'2010-10-10'	'12시~13시까지'	'322888'	'534078'	'경기도 성남시 야탑3동'	'맑음'	'23'	'20'	'33'	'18'	'46'	'35'	'57'	'25'	'85'	'21'
'6179'	'두레교회앞'	'주말'	'2010-10-10'	'19시~20시까지'	'322888'	'534078'	'경기도 성남시 야탑3동'	'맑음'	'22'	'47'	'12'	'20'	'28'	'15'	'34'	'29'	'51'	'11'
'6193'	'서현역 5번출구'	'주말'	'2010-10-31'	'12시~13시까지'	'322633'	'531881'	'경기도 성남시 서현동'	'맑음'	'31'	'29'	'34'	'35'	'15'	'33'	'48'	'28'	'34'	'16'
'6193'	'서현역 5번출구'	'주중'	'2010-10-28'	'12시~13시까지'	'322633'	'531881'	'경기도 성남시 서현동'	'맑음'	'0'	'13'	'25'	'25'	'17'	'3'	'22'	'34'	'18'	'13'
'6193'	'서현역 5번출구'	'주중'	'2010-10-28'	'19시~20시까지'	'322633'	'531881'	'경기도 성남시 서현동'	'맑음'	'22'	'45'	'8'	'28'	'14'	'19'	'25'	'22'	'17'	'7'
'6193'	'서현역 5번출구'	'주말'	'2010-10-31'	'19시~20시까지'	'322633'	'531881'	'경기도 성남시 서현동'	'맑음'	'48'	'99'	'68'	'44'	'7'	'55'	'108'	'70'	'13'	'8'
'6284'	'보노과자점'	'주중'	'2010-10-01'	'12시~13시까지'	'321858'	'526589'	'경기도 성남시 구미동'	'흐림'	'0'	'4'	'14'	'15'	'10'	'0'	'30'	'45'	'50'	'32'
'6284'	'보노과자점'	'주중'	'2010-10-01'	'19시~20시까지'	'321858'	'526589'	'경기도 성남시 구미동'	'흐림'	'38'	'10'	'28'	'32'	'3'	'35'	'40'	'40'	'41'	'22'
'6284'	'보노과자점'	'주말'	'2010-10-02'	'12시~13시까지'	'321858'	'526589'	'경기도 성남시 구미동'	'비'	'50'	'33'	'15'	'25'	'35'	'45'	'25'	'55'	'65'	'50'
'6284'	'보노과자점'	'주말'	'2010-10-02'	'19시~20시까지'	'321858'	'526589'	'경기도 성남시 구미동'	'비'	'43'	'11'	'25'	'35'	'23'	'15'	'12'	'12'	'41'	'20'
'6286'	'GS25'	'주중'	'2010-10-14'	'12시~13시까지'	'321149'	'529788'	'경기도 성남시 정자1동'	'흐림'	'0'	'49'	'110'	'41'	'11'	'0'	'75'	'59'	'15'	'10'
'6286'	'GS25'	'주중'	'2010-10-14'	'19시~20시까지'	'321149'	'529788'	'경기도 성남시 정자1동'	'흐림'	'0'	'45'	'25'	'51'	'15'	'0'	'45'	'61'	'14'	'15'
'6286'	'GS25'	'주말'	'2010-10-16'	'12시~13시까지'	'321149'	'529788'	'경기도 성남시 정자1동'	'비'	'24'	'41'	'75'	'25'	'70'	'25'	'35'	'40'	'22'	'32'
'6286'	'GS25'	'주말'	'2010-10-16'	'19시~20시까지'	'321149'	'529788'	'경기도 성남시 정자1동'	'비'	'5'	'20'	'35'	'23'	'14'	'6'	'35'	'31'	'9'	'15'
'6287'	'GS25'	'주중'	'2010-10-20'	'12시~13시까지'	'322558'	'530083'	'경기도 성남시 정자2동'	'흐림'	'0'	'15'	'6'	'10'	'20'	'0'	'11'	'29'	'18'	'25'
'6287'	'GS25'	'주중'	'2010-10-20'	'19시~20시까지'	'322558'	'530083'	'경기도 성남시 정자2동'	'흐림'	'58'	'28'	'28'	'25'	'22'	'55'	'38'	'40'	'56'	'30'
'6287'	'GS25'	'주말'	'2010-10-17'	'12시~13시까지'	'322558'	'530083'	'경기도 성남시 정자2동'	'비'	'25'	'10'	'14'	'33'	'20'	'28'	'14'	'59'	'25'	'20'
'6287'	'GS25'	'주말'	'2010-10-17'	'19시~20시까지'	'322558'	'530083'	'경기도 성남시 정자2동'	'비'	'41'	'14'	'11'	'33'	'26'	'35'	'40'	'41'	'35'	'11'
'6303'	'정자동 카페거리(베스킨라빈스 앞)'	'주중'	'2010-11-05'	'12시~13시까지'	'321009'	'530258'	'경기도 성남시 정자1동'	'맑음'	'8'	'53'	'14'	'23'	'8'	'0'	'9'	'11'	'53'	'26'
'6303'	'정자동 카페거리(베스킨라빈스 앞)'	'주중'	'2010-11-05'	'19시~20시까지'	'321009'	'530258'	'경기도 성남시 정자1동'	'맑음'	'14'	'43'	'36'	'41'	'13'	'11'	'43'	'28'	'38'	'9'
'6303'	'정자동 카페거리(베스킨라빈스 앞)'	'주말'	'2010-11-06'	'12시~13시까지'	'321009'	'530258'	'경기도 성남시 정자1동'	'맑음'	'46'	'52'	'41'	'22'	'19'	'55'	'63'	'44'	'36'	'37'
'6303'	'정자동 카페거리(베스킨라빈스 앞)'	'주말'	'2010-11-06'	'19시~20시까지'	'321009'	'530258'	'경기도 성남시 정자1동'	'맑음'	'56'	'152'	'146'	'109'	'68'	'69'	'201'	'156'	'114'	'77'
'6304'	'정자동 카페사거리(페밀리 마트앞 건널목)'	'주중'	'2010-11-05'	'12시~13시까지'	'321112'	'530237'	'경기도 성남시 정자1동'	'맑음'	'8'	'13'	'34'	'22'	'9'	'3'	'26'	'41'	'11'	'16'
'6304'	'정자동 카페사거리(페밀리 마트앞 건널목)'	'주중'	'2010-11-05'	'19시~20시까지'	'321112'	'530237'	'경기도 성남시 정자1동'	'맑음'	'24'	'41'	'39'	'27'	'22'	'8'	'24'	'52'	'34'	'56'
'6304'	'정자동 카페사거리(페밀리 마트앞 건널목)'	'주말'	'2010-11-06'	'12시~13시까지'	'321112'	'530237'	'경기도 성남시 정자1동'	'맑음'	'35'	'51'	'57'	'46'	'37'	'43'	'108'	'72'	'19'	'36'
'6304'	'정자동 카페사거리(페밀리 마트앞 건널목)'	'주말'	'2010-11-06'	'19시~20시까지'	'321112'	'530237'	'경기도 성남시 정자1동'	'맑음'	'56'	'116'	'86'	'68'	'74'	'73'	'186'	'99'	'107'	'60'
'6398'	'정자1동 KFC 앞'	'주중'	'2010-10-20'	'12시~13시까지'	'321737'	'529219'	'경기도 성남시 정자3동'	'맑음'	'6'	'8'	'4'	'34'	'28'	'4'	'10'	'18'	'88'	'18'
'6398'	'정자1동 KFC 앞'	'주중'	'2010-10-20'	'19시~20시까지'	'321737'	'529219'	'경기도 성남시 정자3동'	'맑음'	'24'	'19'	'33'	'45'	'38'	'21'	'34'	'46'	'51'	'47'
'6398'	'정자1동 KFC 앞'	'주말'	'2010-10-23'	'12시~13시까지'	'321737'	'529219'	'경기도 성남시 정자3동'	'맑음'	'34'	'55'	'24'	'64'	'51'	'25'	'19'	'52'	'55'	'19'
'6398'	'정자1동 KFC 앞'	'주말'	'2010-10-23'	'19시~20시까지'	'321737'	'529219'	'경기도 성남시 정자3동'	'맑음'	'29'	'21'	'32'	'34'	'21'	'23'	'28'	'19'	'43'	'9'
'6399'	'정자1동 국민은행 앞'	'주중'	'2010-10-20'	'12시~13시까지'	'321767'	'529355'	'경기도 성남시 정자동'	'맑음'	'21'	'12'	'15'	'36'	'21'	'13'	'22'	'19'	'20'	'32'
'6399'	'정자1동 국민은행 앞'	'주중'	'2010-10-20'	'19시~20시까지'	'321767'	'529355'	'경기도 성남시 정자동'	'맑음'	'33'	'21'	'15'	'45'	'23'	'11'	'28'	'16'	'34'	'12'
'6399'	'정자1동 국민은행 앞'	'주말'	'2010-10-23'	'12시~13시까지'	'321767'	'529355'	'경기도 성남시 정자동'	'맑음'	'33'	'26'	'55'	'14'	'23'	'18'	'24'	'37'	'16'	'19'
'6399'	'정자1동 국민은행 앞'	'주말'	'2010-10-23'	'19시~20시까지'	'321767'	'529355'	'경기도 성남시 정자동'	'맑음'	'35'	'26'	'16'	'18'	'25'	'31'	'20'	'17'	'30'	'25'
'6400'	'르노삼성정비 앞(컴퓨터 A/S 센터)'	'주중'	'2010-10-26'	'12시~13시까지'	'321512'	'530033'	'경기도 성남시 정자1동'	'맑음'	'0'	'2'	'6'	'12'	'11'	'1'	'1'	'5'	'4'	'9'
'6400'	'르노삼성정비 앞(컴퓨터 A/S 센터)'	'주중'	'2010-10-26'	'19시~20시까지'	'321512'	'530033'	'경기도 성남시 정자1동'	'맑음'	'6'	'3'	'7'	'15'	'10'	'2'	'6'	'11'	'19'	'6'
'6400'	'르노삼성정비 앞(컴퓨터 A/S 센터)'	'주말'	'2010-10-30'	'12시~13시까지'	'321512'	'530033'	'경기도 성남시 정자1동'	'맑음'	'8'	'12'	'26'	'60'	'28'	'4'	'8'	'14'	'40'	'6'
'6400'	'르노삼성정비 앞(컴퓨터 A/S 센터)'	'주말'	'2010-10-30'	'19시~20시까지'	'321512'	'530033'	'경기도 성남시 정자1동'	'맑음'	'1'	'24'	'33'	'71'	'54'	'9'	'32'	'24'	'51'	'29'
'6402'	'던킨도너츠앞'	'주중'	'2010-10-27'	'12시~13시까지'	'322873'	'529809'	'경기도 성남시 수내3동'	'맑음'	'6'	'6'	'12'	'42'	'20'	'0'	'6'	'16'	'58'	'8'
'6402'	'던킨도너츠앞'	'주중'	'2010-10-27'	'19시~20시까지'	'322873'	'529809'	'경기도 성남시 수내3동'	'맑음'	'65'	'45'	'39'	'41'	'23'	'47'	'39'	'46'	'70'	'21'
'6402'	'던킨도너츠앞'	'주말'	'2010-10-16'	'12시~13시까지'	'322873'	'529809'	'경기도 성남시 수내3동'	'맑음'	'24'	'22'	'13'	'6'	'21'	'31'	'7'	'21'	'19'	'28'
'6402'	'던킨도너츠앞'	'주말'	'2010-10-16'	'19시~20시까지'	'322873'	'529809'	'경기도 성남시 수내3동'	'맑음'	'34'	'34'	'25'	'65'	'22'	'21'	'46'	'55'	'58'	'9'
'6481'	'은혜부동산'	'주말'	'2010-11-20'	'12시~13시까지'	'326659'	'538098'	'경기도 성남시 금광1동'	'흐림'	'11'	'14'	'14'	'15'	'35'	'11'	'42'	'42'	'16'	'64'
'6463'	'코코샌드위치전문점'	'주중'	'2010-10-20'	'12시~13시까지'	'322460'	'530200'	'경기도 성남시 수내동'	'흐림'	'0'	'14'	'6'	'4'	'15'	'0'	'10'	'20'	'11'	'18'
'6463'	'코코샌드위치전문점'	'주중'	'2010-10-20'	'19시~20시까지'	'322460'	'530200'	'경기도 성남시 수내동'	'흐림'	'85'	'36'	'15'	'14'	'25'	'55'	'25'	'22'	'31'	'25'
'6463'	'코코샌드위치전문점'	'주말'	'2010-10-17'	'12시~13시까지'	'322460'	'530200'	'경기도 성남시 수내동'	'비'	'86'	'11'	'4'	'3'	'14'	'55'	'10'	'22'	'16'	'8'
'6463'	'코코샌드위치전문점'	'주말'	'2010-10-17'	'19시~20시까지'	'322460'	'530200'	'경기도 성남시 수내동'	'비'	'91'	'33'	'14'	'15'	'20'	'23'	'22'	'24'	'41'	'11'
'6464'	'한국부동산'	'주중'	'2010-10-27'	'12시~13시까지'	'322430'	'534088'	'경기도 성남시 야탑3동'	'맑음'	'0'	'15'	'14'	'20'	'51'	'0'	'41'	'55'	'40'	'40'
'6464'	'한국부동산'	'주중'	'2010-10-27'	'19시~20시까지'	'322430'	'534088'	'경기도 성남시 야탑3동'	'맑음'	'85'	'30'	'31'	'15'	'30'	'114'	'50'	'45'	'28'	'30'
'6464'	'한국부동산'	'주말'	'2010-10-24'	'12시~13시까지'	'322430'	'534088'	'경기도 성남시 야탑3동'	'흐림'	'5'	'10'	'8'	'22'	'40'	'10'	'44'	'53'	'15'	'25'
'6464'	'한국부동산'	'주말'	'2010-10-24'	'19시~20시까지'	'322430'	'534088'	'경기도 성남시 야탑3동'	'흐림'	'40'	'15'	'16'	'25'	'30'	'22'	'27'	'28'	'14'	'30'
'6465'	'1번출구'	'주중'	'2010-10-28'	'12시~13시까지'	'323099'	'534796'	'경기도 성남시 야탑1동'	'맑음'	'12'	'85'	'28'	'35'	'86'	'0'	'145'	'95'	'76'	'106'
'6465'	'1번출구'	'주중'	'2010-10-28'	'19시~20시까지'	'323099'	'534796'	'경기도 성남시 야탑1동'	'맑음'	'88'	'228'	'100'	'40'	'45'	'92'	'206'	'159'	'31'	'61'
'6465'	'1번출구'	'주말'	'2010-10-30'	'12시~13시까지'	'323099'	'534796'	'경기도 성남시 야탑1동'	'맑음'	'100'	'151'	'31'	'114'	'81'	'145'	'214'	'105'	'53'	'137'
'6465'	'1번출구'	'주말'	'2010-10-30'	'19시~20시까지'	'323099'	'534796'	'경기도 성남시 야탑1동'	'맑음'	'41'	'145'	'154'	'95'	'90'	'86'	'234'	'179'	'141'	'51'
'6466'	'4번출구'	'주중'	'2010-10-28'	'12시~13시까지'	'323029'	'534805'	'경기도 성남시 야탑1동'	'맑음'	'0'	'145'	'43'	'126'	'109'	'0'	'131'	'174'	'135'	'115'
'6466'	'4번출구'	'주중'	'2010-10-28'	'19시~20시까지'	'323029'	'534805'	'경기도 성남시 야탑1동'	'맑음'	'35'	'186'	'132'	'118'	'35'	'31'	'367'	'161'	'25'	'20'
'6466'	'4번출구'	'주말'	'2010-10-30'	'12시~13시까지'	'323029'	'534805'	'경기도 성남시 야탑1동'	'맑음'	'241'	'107'	'126'	'101'	'285'	'145'	'159'	'186'	'58'	'86'
'6466'	'4번출구'	'주말'	'2010-10-30'	'19시~20시까지'	'323029'	'534805'	'경기도 성남시 야탑1동'	'맑음'	'61'	'341'	'101'	'41'	'186'	'134'	'545'	'199'	'125'	'101'
'6481'	'은혜부동산'	'주중'	'2010-11-18'	'19시~20시까지'	'326659'	'538098'	'경기도 성남시 금광1동'	'흐림'	'59'	'22'	'16'	'29'	'75'	'38'	'11'	'45'	'55'	'103'
'6480'	'우리약국'	'주중'	'2010-11-18'	'12시~13시까지'	'326586'	'538138'	'경기도 성남시 금광1동'	'흐림'	'0'	'5'	'8'	'15'	'25'	'0'	'15'	'39'	'32'	'32'
'6480'	'우리약국'	'주중'	'2010-11-18'	'19시~20시까지'	'326586'	'538138'	'경기도 성남시 금광1동'	'흐림'	'45'	'24'	'12'	'15'	'45'	'29'	'31'	'59'	'64'	'45'
'6480'	'우리약국'	'주말'	'2010-11-20'	'12시~13시까지'	'326586'	'538138'	'경기도 성남시 금광1동'	'흐림'	'20'	'15'	'8'	'15'	'65'	'15'	'35'	'26'	'21'	'45'
'6480'	'우리약국'	'주말'	'2010-11-20'	'19시~20시까지'	'326586'	'538138'	'경기도 성남시 금광1동'	'흐림'	'20'	'15'	'12'	'7'	'45'	'12'	'32'	'42'	'31'	'62'
'6481'	'은혜부동산'	'주중'	'2010-11-18'	'12시~13시까지'	'326659'	'538098'	'경기도 성남시 금광1동'	'흐림'	'0'	'5'	'10'	'4'	'76'	'0'	'4'	'35'	'45'	'78'
